servicio,sexo,año,n,edad
Aysen,F,2016,3325,25-35
Magallanes,F,2016,4884,25-35
Metropolitano Central,F,2016,31034,25-35
Metropolitano Norte,F,2016,25590,25-35
Metropolitano Oriente,F,2016,21143,25-35
Metropolitano Sur-Oriente,F,2016,39785,25-35
Metropolitano Sur,F,2016,32637,25-35
Metropolitano Occidente,F,2016,34355,25-35
Arica y Parinacota,F,2016,6047,35-45
Iquique y Tarapaca,F,2016,9634,35-45
Antofagasta,F,2016,15637,35-45
Atacama,F,2016,7814,35-45
Coquimbo,F,2016,20982,35-45
Viña del Mar y Quillota,F,2016,25550,35-45
Valparaiso y San Antonio,F,2016,14124,35-45
Aconcagua,F,2016,7546,35-45
Libertador B. O'Higgins,F,2016,24092,35-45
Maule,F,2016,29840,35-45
Concepcion,F,2016,16357,35-45
Talcahuano,F,2016,10097,35-45
Arauco,F,2016,5422,35-45
Bio-Bio y Los Angeles,F,2016,11809,35-45
Ñuble,F,2016,13340,35-45
Araucanía Sur,F,2016,21095,35-45
Araucanía Norte,F,2016,5789,35-45
Reloncavi,F,2016,11950,35-45
Chiloé,F,2016,5732,35-45
Osorno,F,2016,7053,35-45
Valdivia,F,2016,9591,35-45
Aysen,F,2016,3252,35-45
Magallanes,F,2016,4632,35-45
Metropolitano Central,F,2016,27934,35-45
Metropolitano Norte,F,2016,24283,35-45
Metropolitano Oriente,F,2016,21484,35-45
Metropolitano Sur-Oriente,F,2016,36370,35-45
Metropolitano Sur,F,2016,30261,35-45
Metropolitano Occidente,F,2016,33349,35-45
Arica y Parinacota,F,2016,5921,35-45
Iquique y Tarapaca,F,2016,8689,35-45
Antofagasta,F,2016,14972,35-45
Atacama,F,2016,7770,35-45
Coquimbo,F,2016,21498,35-45
Viña del Mar y Quillota,F,2016,25977,35-45
Valparaiso y San Antonio,F,2016,13973,35-45
Aconcagua,F,2016,7498,35-45
Libertador B. O'Higgins,F,2016,26261,35-45
Maule,F,2016,31652,35-45
Concepcion,F,2016,17156,35-45
Talcahuano,F,2016,10615,35-45
Arauco,F,2016,5555,35-45
Bio-Bio y Los Angeles,F,2016,12601,35-45
Ñuble,F,2016,14605,35-45
Araucanía Sur,F,2016,22388,35-45
Araucanía Norte,F,2016,5987,35-45
Reloncavi,F,2016,12663,35-45
Chiloé,F,2016,5749,35-45
Osorno,F,2016,7825,35-45
Valdivia,F,2016,10138,35-45
Aysen,F,2016,3094,35-45
Magallanes,F,2016,4463,35-45
Metropolitano Central,F,2016,27331,35-45
Metropolitano Norte,F,2016,25283,35-45
Metropolitano Oriente,F,2016,22762,35-45
Metropolitano Sur-Oriente,F,2016,38052,35-45
Metropolitano Sur,F,2016,30426,35-45
Metropolitano Occidente,F,2016,35352,35-45
Arica y Parinacota,F,2016,5732,45-55
Iquique y Tarapaca,F,2016,7898,45-55
Antofagasta,F,2016,13503,45-55
Atacama,F,2016,7995,45-55
Coquimbo,F,2016,21193,45-55
Viña del Mar y Quillota,F,2016,25665,45-55
Valparaiso y San Antonio,F,2016,14123,45-55
Aconcagua,F,2016,7651,45-55
Libertador B. O'Higgins,F,2016,26280,45-55
Maule,F,2016,32215,45-55
Concepcion,F,2016,18317,45-55
Talcahuano,F,2016,11216,45-55
Arauco,F,2016,5559,45-55
Bio-Bio y Los Angeles,F,2016,12982,45-55
Ñuble,F,2016,15579,45-55
Araucanía Sur,F,2016,22741,45-55
Araucanía Norte,F,2016,6310,45-55
Reloncavi,F,2016,12513,45-55
Chiloé,F,2016,5650,45-55
Osorno,F,2016,7748,45-55
Valdivia,F,2016,10701,45-55
Aysen,F,2016,3019,45-55
Magallanes,F,2016,4286,45-55
Metropolitano Central,F,2016,26965,45-55
Metropolitano Norte,F,2016,24774,45-55
Metropolitano Oriente,F,2016,23608,45-55
Metropolitano Sur-Oriente,F,2016,38599,45-55
Metropolitano Sur,F,2016,31734,45-55
Metropolitano Occidente,F,2016,34806,45-55
Arica y Parinacota,F,2016,5672,45-55
Iquique y Tarapaca,F,2016,7725,45-55
Antofagasta,F,2016,13191,45-55
Atacama,F,2016,8168,45-55
Coquimbo,F,2016,21435,45-55
Viña del Mar y Quillota,F,2016,28913,45-55
Valparaiso y San Antonio,F,2016,15375,45-55
Aconcagua,F,2016,8305,45-55
Libertador B. O'Higgins,F,2016,27443,45-55
Maule,F,2016,32919,45-55
Concepcion,F,2016,19158,45-55
Talcahuano,F,2016,12236,45-55
Arauco,F,2016,5224,45-55
Bio-Bio y Los Angeles,F,2016,12275,45-55
Ñuble,F,2016,15372,45-55
Araucanía Sur,F,2016,21847,45-55
Araucanía Norte,F,2016,6576,45-55
Reloncavi,F,2016,12002,45-55
Chiloé,F,2016,5344,45-55
Osorno,F,2016,7697,45-55
Valdivia,F,2016,11257,45-55
Aysen,F,2016,2846,45-55
Magallanes,F,2016,4594,45-55
Metropolitano Central,F,2016,30436,45-55
Metropolitano Norte,F,2016,25189,45-55
Metropolitano Oriente,F,2016,25033,45-55
Metropolitano Sur-Oriente,F,2016,43431,45-55
Metropolitano Sur,F,2016,34321,45-55
Metropolitano Occidente,F,2016,36987,45-55
Arica y Parinacota,F,2016,4707,55-65
Iquique y Tarapaca,F,2016,6804,55-65
Antofagasta,F,2016,11918,55-65
Atacama,F,2016,7057,55-65
Coquimbo,F,2016,18657,55-65
Viña del Mar y Quillota,F,2016,26379,55-65
Valparaiso y San Antonio,F,2016,14493,55-65
Aconcagua,F,2016,7129,55-65
Libertador B. O'Higgins,F,2016,23715,55-65
Maule,F,2016,28015,55-65
Concepcion,F,2016,16758,55-65
Talcahuano,F,2016,11044,55-65
Arauco,F,2016,4553,55-65
Bio-Bio y Los Angeles,F,2016,10594,55-65
Ñuble,F,2016,13581,55-65
Araucanía Sur,F,2016,18485,55-65
Araucanía Norte,F,2016,5484,55-65
Reloncavi,F,2016,9504,55-65
Chiloé,F,2016,4281,55-65
Osorno,F,2016,6693,55-65
Valdivia,F,2016,9471,55-65
Aysen,F,2016,2507,55-65
Magallanes,F,2016,4236,55-65
Metropolitano Central,F,2016,27464,55-65
Metropolitano Norte,F,2016,21400,55-65
Metropolitano Oriente,F,2016,22992,55-65
Metropolitano Sur-Oriente,F,2016,39874,55-65
Metropolitano Sur,F,2016,32104,55-65
Metropolitano Occidente,F,2016,32361,55-65
Arica y Parinacota,F,2016,4093,55-65
Iquique y Tarapaca,F,2016,5825,55-65
Antofagasta,F,2016,9832,55-65
Atacama,F,2016,5890,55-65
Coquimbo,F,2016,15961,55-65
Viña del Mar y Quillota,F,2016,22127,55-65
Valparaiso y San Antonio,F,2016,12131,55-65
Aconcagua,F,2016,5941,55-65
Libertador B. O'Higgins,F,2016,19137,55-65
Maule,F,2016,23598,55-65
Concepcion,F,2016,14588,55-65
Talcahuano,F,2016,9439,55-65
Arauco,F,2016,3955,55-65
Bio-Bio y Los Angeles,F,2016,8754,55-65
Ñuble,F,2016,11118,55-65
Araucanía Sur,F,2016,15822,55-65
Araucanía Norte,F,2016,4943,55-65
Reloncavi,F,2016,7809,55-65
Chiloé,F,2016,3583,55-65
Osorno,F,2016,5681,55-65
Valdivia,F,2016,7914,55-65
Aysen,F,2016,2041,55-65
Magallanes,F,2016,3503,55-65
Metropolitano Central,F,2016,22593,55-65
Metropolitano Norte,F,2016,17228,55-65
Metropolitano Oriente,F,2016,21180,55-65
Metropolitano Sur-Oriente,F,2016,32607,55-65
Metropolitano Sur,F,2016,26061,55-65
Metropolitano Occidente,F,2016,26324,55-65
Arica y Parinacota,F,2016,3599,65-75
Iquique y Tarapaca,F,2016,4309,65-75
Antofagasta,F,2016,7714,65-75
Atacama,F,2016,4680,65-75
Coquimbo,F,2016,12854,65-75
Viña del Mar y Quillota,F,2016,18308,65-75
Valparaiso y San Antonio,F,2016,10468,65-75
Aconcagua,F,2016,4841,65-75
Libertador B. O'Higgins,F,2016,15278,65-75
Maule,F,2016,19220,65-75
Concepcion,F,2016,11841,65-75
Talcahuano,F,2016,7626,65-75
Arauco,F,2016,2943,65-75
Bio-Bio y Los Angeles,F,2016,7193,65-75
Ñuble,F,2016,9357,65-75
Araucanía Sur,F,2016,13430,65-75
Araucanía Norte,F,2016,4086,65-75
Reloncavi,F,2016,6395,65-75
Chiloé,F,2016,3002,65-75
Osorno,F,2016,4791,65-75
Valdivia,F,2016,6597,65-75
Aysen,F,2016,1546,65-75
Magallanes,F,2016,2873,65-75
Metropolitano Central,F,2016,19012,65-75
Metropolitano Norte,F,2016,14809,65-75
Metropolitano Oriente,F,2016,19270,65-75
Metropolitano Sur-Oriente,F,2016,26064,65-75
Metropolitano Sur,F,2016,21436,65-75
Metropolitano Occidente,F,2016,22586,65-75
Arica y Parinacota,F,2016,3068,65-75
Iquique y Tarapaca,F,2016,3256,65-75
Antofagasta,F,2016,6204,65-75
Atacama,F,2016,3706,65-75
Coquimbo,F,2016,10680,65-75
Viña del Mar y Quillota,F,2016,16224,65-75
Valparaiso y San Antonio,F,2016,8995,65-75
Aconcagua,F,2016,3940,65-75
Libertador B. O'Higgins,F,2016,12154,65-75
Maule,F,2016,15201,65-75
Concepcion,F,2016,9435,65-75
Talcahuano,F,2016,6412,65-75
Arauco,F,2016,2323,65-75
Bio-Bio y Los Angeles,F,2016,6184,65-75
Ñuble,F,2016,7708,65-75
Araucanía Sur,F,2016,11393,65-75
Araucanía Norte,F,2016,3450,65-75
Reloncavi,F,2016,5223,65-75
Chiloé,F,2016,2621,65-75
Osorno,F,2016,4014,65-75
Valdivia,F,2016,5394,65-75
Aysen,F,2016,1184,65-75
Magallanes,F,2016,2457,65-75
Metropolitano Central,F,2016,15811,65-75
Metropolitano Norte,F,2016,12276,65-75
Metropolitano Oriente,F,2016,18096,65-75
Metropolitano Sur-Oriente,F,2016,20362,65-75
Metropolitano Sur,F,2016,17847,65-75
Metropolitano Occidente,F,2016,18628,65-75
Arica y Parinacota,F,2016,2104,>75
Iquique y Tarapaca,F,2016,2247,>75
Antofagasta,F,2016,4592,>75
Atacama,F,2016,2804,>75
Coquimbo,F,2016,8183,>75
Viña del Mar y Quillota,F,2016,12183,>75
Valparaiso y San Antonio,F,2016,6865,>75
Aconcagua,F,2016,2962,>75
Libertador B. O'Higgins,F,2016,8879,>75
Maule,F,2016,11351,>75
Concepcion,F,2016,7208,>75
Talcahuano,F,2016,4726,>75
Arauco,F,2016,1671,>75
Bio-Bio y Los Angeles,F,2016,4668,>75
Ñuble,F,2016,5993,>75
Araucanía Sur,F,2016,9019,>75
Araucanía Norte,F,2016,2646,>75
Reloncavi,F,2016,4104,>75
Chiloé,F,2016,2148,>75
Osorno,F,2016,3127,>75
Valdivia,F,2016,4413,>75
Aysen,F,2016,891,>75
Magallanes,F,2016,2012,>75
Metropolitano Central,F,2016,11603,>75
Metropolitano Norte,F,2016,9365,>75
Metropolitano Oriente,F,2016,14550,>75
Metropolitano Sur-Oriente,F,2016,13934,>75
Metropolitano Sur,F,2016,13472,>75
Metropolitano Occidente,F,2016,13623,>75
Arica y Parinacota,F,2016,2636,>75
Iquique y Tarapaca,F,2016,2952,>75
Antofagasta,F,2016,6026,>75
Atacama,F,2016,3683,>75
Coquimbo,F,2016,11545,>75
Viña del Mar y Quillota,F,2016,18316,>75
Valparaiso y San Antonio,F,2016,10125,>75
Aconcagua,F,2016,4049,>75
Libertador B. O'Higgins,F,2016,11866,>75
Maule,F,2016,14669,>75
Concepcion,F,2016,9308,>75
Talcahuano,F,2016,5990,>75
Arauco,F,2016,2192,>75
Bio-Bio y Los Angeles,F,2016,6100,>75
Ñuble,F,2016,7655,>75
Araucanía Sur,F,2016,12522,>75
Araucanía Norte,F,2016,3727,>75
Reloncavi,F,2016,5157,>75
Chiloé,F,2016,2909,>75
Osorno,F,2016,4250,>75
Valdivia,F,2016,5634,>75
Aysen,F,2016,999,>75
Magallanes,F,2016,2623,>75
Metropolitano Central,F,2016,16706,>75
Metropolitano Norte,F,2016,13005,>75
Metropolitano Oriente,F,2016,25654,>75
Metropolitano Sur-Oriente,F,2016,17063,>75
Metropolitano Sur,F,2016,20365,>75
Metropolitano Occidente,F,2016,17041,>75
Arica y Parinacota,F,2017,6589,0-5
Iquique y Tarapaca,F,2017,9422,0-5
Antofagasta,F,2017,14810,0-5
Atacama,F,2017,7900,0-5
Coquimbo,F,2017,21710,0-5
Valparaiso y San Antonio,F,2017,12482,0-5
Viña del Mar y Quillota,F,2017,23525,0-5
Aconcagua,F,2017,7240,0-5
Libertador B. O'Higgins,F,2017,23465,0-5
Maule,F,2017,27454,0-5
Ñuble,F,2017,13722,0-5
Concepcion,F,2017,15178,0-5
Talcahuano,F,2017,6821,0-5
Bio-Bio y Los Angeles,F,2017,10375,0-5
Arauco,F,2017,4976,0-5
Araucanía Norte,F,2017,5809,0-5
Araucanía Sur,F,2017,20169,0-5
Valdivia,F,2017,9460,0-5
Osorno,F,2017,5703,0-5
Reloncavi,F,2017,11181,0-5
Chiloé,F,2017,4143,0-5
Aysen,F,2017,2249,0-5
Magallanes,F,2017,3498,0-5
Metropolitano Norte,F,2017,23578,0-5
Metropolitano Occidente,F,2017,31008,0-5
Metropolitano Central,F,2017,23355,0-5
Metropolitano Oriente,F,2017,13439,0-5
Metropolitano Sur,F,2017,29243,0-5
Metropolitano Sur-Oriente,F,2017,33949,0-5
Arica y Parinacota,F,2017,6752,5-15
Iquique y Tarapaca,F,2017,10543,5-15
Antofagasta,F,2017,15016,5-15
Atacama,F,2017,9623,5-15
Coquimbo,F,2017,24169,5-15
Valparaiso y San Antonio,F,2017,13635,5-15
Viña del Mar y Quillota,F,2017,25223,5-15
Aconcagua,F,2017,7966,5-15
Libertador B. O'Higgins,F,2017,25975,5-15
Maule,F,2017,30255,5-15
Ñuble,F,2017,14762,5-15
Concepcion,F,2017,16783,5-15
Talcahuano,F,2017,8215,5-15
Bio-Bio y Los Angeles,F,2017,12154,5-15
Arauco,F,2017,5708,5-15
Araucanía Norte,F,2017,5948,5-15
Araucanía Sur,F,2017,22404,5-15
Valdivia,F,2017,10836,5-15
Osorno,F,2017,7179,5-15
Reloncavi,F,2017,12679,5-15
Chiloé,F,2017,5276,5-15
Aysen,F,2017,3170,5-15
Magallanes,F,2017,3907,5-15
Metropolitano Norte,F,2017,25120,5-15
Metropolitano Occidente,F,2017,34401,5-15
Metropolitano Central,F,2017,22968,5-15
Metropolitano Oriente,F,2017,15037,5-15
Metropolitano Sur,F,2017,32417,5-15
Metropolitano Sur-Oriente,F,2017,38729,5-15
Arica y Parinacota,F,2017,6177,5-15
Iquique y Tarapaca,F,2017,9074,5-15
Antofagasta,F,2017,13923,5-15
Atacama,F,2017,8488,5-15
Coquimbo,F,2017,21101,5-15
Valparaiso y San Antonio,F,2017,12781,5-15
Viña del Mar y Quillota,F,2017,23830,5-15
Aconcagua,F,2017,7423,5-15
Libertador B. O'Higgins,F,2017,24440,5-15
Maule,F,2017,28858,5-15
Ñuble,F,2017,14545,5-15
Concepcion,F,2017,15908,5-15
Talcahuano,F,2017,7963,5-15
Bio-Bio y Los Angeles,F,2017,12221,5-15
Arauco,F,2017,5551,5-15
Araucanía Norte,F,2017,6107,5-15
Araucanía Sur,F,2017,21961,5-15
Valdivia,F,2017,10315,5-15
Osorno,F,2017,7006,5-15
Reloncavi,F,2017,12600,5-15
Chiloé,F,2017,5570,5-15
Aysen,F,2017,3138,5-15
Magallanes,F,2017,3694,5-15
Metropolitano Norte,F,2017,23921,5-15
Metropolitano Occidente,F,2017,32888,5-15
Metropolitano Central,F,2017,21479,5-15
Metropolitano Oriente,F,2017,14961,5-15
Metropolitano Sur,F,2017,30340,5-15
Metropolitano Sur-Oriente,F,2017,37514,5-15
Arica y Parinacota,F,2017,6391,15-25
Iquique y Tarapaca,F,2017,9283,15-25
Antofagasta,F,2017,14840,15-25
Atacama,F,2017,8638,15-25
Coquimbo,F,2017,22471,15-25
Valparaiso y San Antonio,F,2017,14039,15-25
Viña del Mar y Quillota,F,2017,26115,15-25
Aconcagua,F,2017,7823,15-25
Libertador B. O'Higgins,F,2017,26193,15-25
Maule,F,2017,30702,15-25
Ñuble,F,2017,15513,15-25
Concepcion,F,2017,16973,15-25
Talcahuano,F,2017,8946,15-25
Bio-Bio y Los Angeles,F,2017,12707,15-25
Arauco,F,2017,6052,15-25
Araucanía Norte,F,2017,6534,15-25
Araucanía Sur,F,2017,23310,15-25
Valdivia,F,2017,10898,15-25
Osorno,F,2017,7719,15-25
Reloncavi,F,2017,13023,15-25
Chiloé,F,2017,6056,15-25
Aysen,F,2017,3288,15-25
Magallanes,F,2017,3931,15-25
Metropolitano Norte,F,2017,24913,15-25
Metropolitano Occidente,F,2017,35145,15-25
Metropolitano Central,F,2017,23142,15-25
Metropolitano Oriente,F,2017,16269,15-25
Metropolitano Sur,F,2017,32660,15-25
Metropolitano Sur-Oriente,F,2017,40289,15-25
Arica y Parinacota,F,2017,7016,15-25
Iquique y Tarapaca,F,2017,10621,15-25
Antofagasta,F,2017,18583,15-25
Atacama,F,2017,9716,15-25
Coquimbo,F,2017,24748,15-25
Valparaiso y San Antonio,F,2017,15780,15-25
Viña del Mar y Quillota,F,2017,29846,15-25
Aconcagua,F,2017,8606,15-25
Libertador B. O'Higgins,F,2017,29034,15-25
Maule,F,2017,34094,15-25
Ñuble,F,2017,17796,15-25
Concepcion,F,2017,19280,15-25
Talcahuano,F,2017,9567,15-25
Bio-Bio y Los Angeles,F,2017,13750,15-25
Arauco,F,2017,6242,15-25
Araucanía Norte,F,2017,7140,15-25
Araucanía Sur,F,2017,25913,15-25
Valdivia,F,2017,11775,15-25
Osorno,F,2017,8446,15-25
Reloncavi,F,2017,14312,15-25
Chiloé,F,2017,6185,15-25
Aysen,F,2017,3561,15-25
Magallanes,F,2017,4666,15-25
Metropolitano Norte,F,2017,29180,15-25
Metropolitano Occidente,F,2017,40576,15-25
Metropolitano Central,F,2017,30513,15-25
Metropolitano Oriente,F,2017,20094,15-25
Metropolitano Sur,F,2017,36425,15-25
Metropolitano Sur-Oriente,F,2017,45614,15-25
Arica y Parinacota,F,2017,7387,25-35
Iquique y Tarapaca,F,2017,12107,25-35
Antofagasta,F,2017,21130,25-35
Atacama,F,2017,10524,25-35
Coquimbo,F,2017,26979,25-35
Valparaiso y San Antonio,F,2017,17735,25-35
Viña del Mar y Quillota,F,2017,33549,25-35
Aconcagua,F,2017,9496,25-35
Libertador B. O'Higgins,F,2017,30591,25-35
Maule,F,2017,36661,25-35
Ñuble,F,2017,18945,25-35
Concepcion,F,2017,22010,25-35
Talcahuano,F,2017,10762,25-35
Bio-Bio y Los Angeles,F,2017,14411,25-35
Arauco,F,2017,6392,25-35
Araucanía Norte,F,2017,7416,25-35
Araucanía Sur,F,2017,26799,25-35
Valdivia,F,2017,12287,25-35
Osorno,F,2017,8537,25-35
Reloncavi,F,2017,15632,25-35
Chiloé,F,2017,6365,25-35
Aysen,F,2017,4056,25-35
Magallanes,F,2017,5515,25-35
Metropolitano Norte,F,2017,31506,25-35
Metropolitano Occidente,F,2017,42262,25-35
Metropolitano Central,F,2017,40210,25-35
Metropolitano Oriente,F,2017,24283,25-35
Metropolitano Sur,F,2017,39996,25-35
Metropolitano Sur-Oriente,F,2017,48574,25-35
Arica y Parinacota,F,2017,6835,25-35
Iquique y Tarapaca,F,2017,11096,25-35
Antofagasta,F,2017,18506,25-35
Atacama,F,2017,9088,25-35
Coquimbo,F,2017,23740,25-35
Valparaiso y San Antonio,F,2017,15621,25-35
Viña del Mar y Quillota,F,2017,29624,25-35
Aconcagua,F,2017,8240,25-35
Libertador B. O'Higgins,F,2017,26560,25-35
Maule,F,2017,31571,25-35
Ñuble,F,2017,16216,25-35
Concepcion,F,2017,18320,25-35
Talcahuano,F,2017,8805,25-35
Bio-Bio y Los Angeles,F,2017,11906,25-35
Arauco,F,2017,5554,25-35
Araucanía Norte,F,2017,6360,25-35
Araucanía Sur,F,2017,22979,25-35
Valdivia,F,2017,10476,25-35
Osorno,F,2017,7405,25-35
Reloncavi,F,2017,13367,25-35
Chiloé,F,2017,5968,25-35
Aysen,F,2017,3536,25-35
Magallanes,F,2017,5234,25-35
Metropolitano Norte,F,2017,27483,25-35
Metropolitano Occidente,F,2017,35614,25-35
Metropolitano Central,F,2017,35314,25-35
Metropolitano Oriente,F,2017,22319,25-35
Metropolitano Sur,F,2017,33908,25-35
Metropolitano Sur-Oriente,F,2017,40727,25-35
Arica y Parinacota,F,2017,6305,35-45
Iquique y Tarapaca,F,2017,10363,35-45
Antofagasta,F,2017,17118,35-45
Atacama,F,2017,8404,35-45
Coquimbo,F,2017,22107,35-45
Valparaiso y San Antonio,F,2017,14788,35-45
Viña del Mar y Quillota,F,2017,27495,35-45
Aconcagua,F,2017,8008,35-45
Libertador B. O'Higgins,F,2017,25549,35-45
Maule,F,2017,30973,35-45
Ñuble,F,2017,15675,35-45
Concepcion,F,2017,17431,35-45
Talcahuano,F,2017,8744,35-45
Bio-Bio y Los Angeles,F,2017,12147,35-45
Arauco,F,2017,5553,35-45
Araucanía Norte,F,2017,6041,35-45
Araucanía Sur,F,2017,22024,35-45
Valdivia,F,2017,9850,35-45
Osorno,F,2017,7345,35-45
Reloncavi,F,2017,12715,35-45
Chiloé,F,2017,5915,35-45
Aysen,F,2017,3372,35-45
Magallanes,F,2017,4759,35-45
Metropolitano Norte,F,2017,26063,35-45
Metropolitano Occidente,F,2017,34634,35-45
Metropolitano Central,F,2017,31250,35-45
Metropolitano Oriente,F,2017,22440,35-45
Metropolitano Sur,F,2017,32337,35-45
Metropolitano Sur-Oriente,F,2017,38555,35-45
Arica y Parinacota,F,2017,5915,35-45
Iquique y Tarapaca,F,2017,8899,35-45
Antofagasta,F,2017,15811,35-45
Atacama,F,2017,7876,35-45
Coquimbo,F,2017,21933,35-45
Valparaiso y San Antonio,F,2017,14001,35-45
Viña del Mar y Quillota,F,2017,26431,35-45
Aconcagua,F,2017,7492,35-45
Libertador B. O'Higgins,F,2017,26296,35-45
Maule,F,2017,31200,35-45
Ñuble,F,2017,15680,35-45
Concepcion,F,2017,16759,35-45
Talcahuano,F,2017,8794,35-45
Bio-Bio y Los Angeles,F,2017,12077,35-45
Arauco,F,2017,5540,35-45
Araucanía Norte,F,2017,5946,35-45
Araucanía Sur,F,2017,22201,35-45
Valdivia,F,2017,9831,35-45
Osorno,F,2017,7593,35-45
Reloncavi,F,2017,12679,35-45
Chiloé,F,2017,5762,35-45
Aysen,F,2017,3165,35-45
Magallanes,F,2017,4594,35-45
Metropolitano Norte,F,2017,25624,35-45
Metropolitano Occidente,F,2017,34795,35-45
Metropolitano Central,F,2017,28186,35-45
Metropolitano Oriente,F,2017,23022,35-45
Metropolitano Sur,F,2017,29754,35-45
Metropolitano Sur-Oriente,F,2017,36954,35-45
Arica y Parinacota,F,2017,5965,45-55
Iquique y Tarapaca,F,2017,8293,45-55
Antofagasta,F,2017,14682,45-55
Atacama,F,2017,8007,45-55
Coquimbo,F,2017,21719,45-55
Valparaiso y San Antonio,F,2017,13994,45-55
Viña del Mar y Quillota,F,2017,26355,45-55
Aconcagua,F,2017,7608,45-55
Libertador B. O'Higgins,F,2017,26564,45-55
Maule,F,2017,31751,45-55
Ñuble,F,2017,17299,45-55
Concepcion,F,2017,18321,45-55
Talcahuano,F,2017,9581,45-55
Bio-Bio y Los Angeles,F,2017,13103,45-55
Arauco,F,2017,5678,45-55
Araucanía Norte,F,2017,6402,45-55
Araucanía Sur,F,2017,23220,45-55
Valdivia,F,2017,10577,45-55
Osorno,F,2017,7726,45-55
Reloncavi,F,2017,12929,45-55
Chiloé,F,2017,5692,45-55
Aysen,F,2017,3095,45-55
Magallanes,F,2017,4277,45-55
Metropolitano Norte,F,2017,25774,45-55
Metropolitano Occidente,F,2017,35213,45-55
Metropolitano Central,F,2017,27958,45-55
Metropolitano Oriente,F,2017,23997,45-55
Metropolitano Sur,F,2017,31813,45-55
Metropolitano Sur-Oriente,F,2017,38859,45-55
Arica y Parinacota,F,2017,5636,45-55
Iquique y Tarapaca,F,2017,7792,45-55
Antofagasta,F,2017,13636,45-55
Atacama,F,2017,8371,45-55
Coquimbo,F,2017,22169,45-55
Valparaiso y San Antonio,F,2017,15362,45-55
Viña del Mar y Quillota,F,2017,29303,45-55
Aconcagua,F,2017,8368,45-55
Libertador B. O'Higgins,F,2017,28103,45-55
Maule,F,2017,33637,45-55
Ñuble,F,2017,17346,45-55
Concepcion,F,2017,19517,45-55
Talcahuano,F,2017,10858,45-55
Bio-Bio y Los Angeles,F,2017,12531,45-55
Arauco,F,2017,5444,45-55
Araucanía Norte,F,2017,6668,45-55
Araucanía Sur,F,2017,22447,45-55
Valdivia,F,2017,11327,45-55
Osorno,F,2017,7879,45-55
Reloncavi,F,2017,12530,45-55
Chiloé,F,2017,5584,45-55
Aysen,F,2017,2932,45-55
Magallanes,F,2017,4634,45-55
Metropolitano Norte,F,2017,25563,45-55
Metropolitano Occidente,F,2017,37144,45-55
Metropolitano Central,F,2017,30578,45-55
Metropolitano Oriente,F,2017,25400,45-55
Metropolitano Sur,F,2017,34131,45-55
Metropolitano Sur-Oriente,F,2017,42584,45-55
Arica y Parinacota,F,2017,5117,55-65
Iquique y Tarapaca,F,2017,7132,55-65
Antofagasta,F,2017,12651,55-65
Atacama,F,2017,7446,55-65
Coquimbo,F,2017,19653,55-65
Valparaiso y San Antonio,F,2017,14749,55-65
Viña del Mar y Quillota,F,2017,27928,55-65
Aconcagua,F,2017,7502,55-65
Libertador B. O'Higgins,F,2017,24773,55-65
Maule,F,2017,29029,55-65
Ñuble,F,2017,15114,55-65
Concepcion,F,2017,17571,55-65
Talcahuano,F,2017,10109,55-65
Bio-Bio y Los Angeles,F,2017,10898,55-65
Arauco,F,2017,4688,55-65
Araucanía Norte,F,2017,5801,55-65
Araucanía Sur,F,2017,19287,55-65
Valdivia,F,2017,9965,55-65
Osorno,F,2017,6938,55-65
Reloncavi,F,2017,10173,55-65
Chiloé,F,2017,4471,55-65
Aysen,F,2017,2630,55-65
Magallanes,F,2017,4331,55-65
Metropolitano Norte,F,2017,22593,55-65
Metropolitano Occidente,F,2017,33558,55-65
Metropolitano Central,F,2017,28945,55-65
Metropolitano Oriente,F,2017,23948,55-65
Metropolitano Sur,F,2017,32947,55-65
Metropolitano Sur-Oriente,F,2017,41280,55-65
Arica y Parinacota,F,2017,4202,55-65
Iquique y Tarapaca,F,2017,6042,55-65
Antofagasta,F,2017,10271,55-65
Atacama,F,2017,6093,55-65
Coquimbo,F,2017,16756,55-65
Valparaiso y San Antonio,F,2017,12618,55-65
Viña del Mar y Quillota,F,2017,23610,55-65
Aconcagua,F,2017,6084,55-65
Libertador B. O'Higgins,F,2017,20348,55-65
Maule,F,2017,24564,55-65
Ñuble,F,2017,12441,55-65
Concepcion,F,2017,14883,55-65
Talcahuano,F,2017,8928,55-65
Bio-Bio y Los Angeles,F,2017,8981,55-65
Arauco,F,2017,4045,55-65
Araucanía Norte,F,2017,5012,55-65
Araucanía Sur,F,2017,16405,55-65
Valdivia,F,2017,8120,55-65
Osorno,F,2017,5820,55-65
Reloncavi,F,2017,8166,55-65
Chiloé,F,2017,3757,55-65
Aysen,F,2017,2149,55-65
Magallanes,F,2017,3755,55-65
Metropolitano Norte,F,2017,18110,55-65
Metropolitano Occidente,F,2017,27331,55-65
Metropolitano Central,F,2017,23717,55-65
Metropolitano Oriente,F,2017,21678,55-65
Metropolitano Sur,F,2017,27062,55-65
Metropolitano Sur-Oriente,F,2017,34010,55-65
Arica y Parinacota,F,2017,3623,65-75
Iquique y Tarapaca,F,2017,4425,65-75
Antofagasta,F,2017,7915,65-75
Atacama,F,2017,4760,65-75
Coquimbo,F,2017,12970,65-75
Valparaiso y San Antonio,F,2017,10228,65-75
